X,Y,OBJECTID,NAME,ADDRESS,TOWN,MUNICIPALITY,POSTAL_CODE,PHONE,FAX,PROFIT_TYPE,AGES,HOURS,INTERSECTION,SUBSIDY,ACCESSIBILITY,PARKING,WEBSITE,GlobalID,LANGUAGE,CWELCC
650693.497,4854367.384,1023,"Schoolhouse Playcare, Highbush",605 Strouds Lane,PICKERING,PICKERING,L1V 5M5,(905) 420-1475,,0,18m - 12yrs, 6:30:00AM -  6:00:00PM,White's Rd and Stroud's Lane,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{F06D2C20-7EAA-442E-8343-EA8D9ED5CAEA},,Yes
644326.449,4877924.11,1024,"Stonemoor School Age, Goodwood",4340 Front Street,GOODWOOD,UXBRIDGE,L0C 1A0,(647) 528-0044,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Hwy 47 and Front Street,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.uxbridge.com/stonemoor,{3DD5143B-B631-424F-B527-20C61D5840E1},,Yes
650042.06,4853048.642,1025,Elizabeth B. Phin YMCA School Age Program,1500 Rougemount Drive,PICKERING,PICKERING,L1V 1N1,(289) 200-3176,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Sheppard Ave and Altona Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{205D18C8-FAFF-4F06-B74D-2992E2BF7D66},,Yes
665169.737,4865166.023,1026,"Schoolhouse Playcare, Sinclair",380 Taunton Road East,WHITBY,WHITBY,L1R 2K5,(905) 666-2416,,0,Infant - 5yrs, 6:30:00AM -  6:00:00PM,Taunton Road and Anderson,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{7512B548-BC00-45BB-A2A2-4ABA6E6F5E3A},,Yes
664387.509,4869930.598,1027,St. Leo YMCA Child Care Centre,120 Watford Street,BROOKLIN,WHITBY,L1M 1H2,(905) 655-4342,,0,Infant - 12yrs, 6:45:00AM -  6:00:00PM,Winchester Rd E and Watford St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{51C76E7A-F22C-444F-B0DA-B80E0B68572F},,Yes
643476.698,4888475.62,1028,"Stonemoor School Age, Scott Central",421 Sandford Road,SANDFORD,UXBRIDGE,L0C 1E0,(905) 852-5380,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Sandford Rd and Durham Rd 1,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.uxbridge.com/stonemoor,{9FCBA2B8-8522-4732-A18F-E9E3DA1DE29F},,Yes
672158.161,4865343.711,1029,Big Hearts Before and After School Program,500 Mayfair Avenue,OSHAWA,OSHAWA,L1G 2Y2,(905) 436-9191,,1,44m - 12yrs, 6:30:00AM -  6:30:00PM,Rossland and Wilson Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",,{C4163227-28DC-44B4-89F5-A1EEE0C81303},,Yes
658265.996,4859992.361,1030,"P.R.Y.D.E., St. Teresa of Calcutta",15 Fishlock Street,AJAX,AJAX,L1Z 1H1,(905) 686-7040,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Harwood and Rossland Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{A700BAE4-3806-4845-8018-57FA756E99E2},,Yes
670582.587625,4865745.9065,1031,"Blaisdale Montessori School, Oshawa",1037 Simcoe Street North,OSHAWA,OSHAWA,L1G 4W3,(905) 721-1933,,1,18m - 6yrs, 7:00:00AM -  6:00:00PM,Beatrice St E and Simcoe St N,No,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.blaisdale.com,{A30C5730-CCD3-4CB0-88A2-6A53F62517DE},,No
650462.519375,4852354.302375,1032,"Blaisdale Montessori School, Rougemount",365 Kingston Road,PICKERING,PICKERING,L1V 1A1,(905) 509-4547,,1,18m - 6yrs, 7:00:00AM -  6:00:00PM,Rougemount Dr and Kingston Rd,No,Wheelchair Accessible Inside and Outside,Parking On site,http://www.blaisdale.com,{9CF147CD-FE88-40A1-B08D-1A2672585469},,No
650770.112625,4852021.448,1033,"Blaisdale Montessori School, Toynevale",415 Toynevale Road East,PICKERING,PICKERING,L1W 2G9,(905) 509-5005,,1,18m - 6yrs, 7:00:00AM -  6:00:00PM,Rougemount Dr and Toynevale Rd E,No,Wheelchair Accessible Inside and Outside,Parking On site,http://www.blaisdale.com,{9EE27E46-05A8-4AE9-8598-7280D44F4301},,No
656092.970875,4857572.208625,1034,"Blaisdale Montessori School, Ajax Village",56 Old Kingston Road,AJAX,AJAX,L1T 2Z7,(905) 509-5005,,1,18m - 6yrs, 7:00:00AM -  6:00:00PM,Church St and Kingston Road W,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.blaisdale.com,{F549AB5B-6EA1-4520-B76F-8DAEDFD1D4C3},,No
657687.52625,4856223.447875,1035,"Blaisdale Montessori School, Westney",20 O'Brien Court East,AJAX,AJAX,L1S 7J8,(905) 426-5665,,1,18m - 6yrs, 7:00:00AM -  6:00:00PM,Bayly St W and Westney Rd S,No,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.blaisdale.com,{056ECE55-67CA-4C79-9059-4300D6FE38BC},,No
672781.59725,4863913.85675,1038,Great Beginnings Montessori School,505 Adelaide Avenue East,OSHAWA,OSHAWA,L1G 2A4,(905) 432-1400,,1,18m - 6yrs, 7:00:00AM -  6:00:00PM,Wilson Rd N and Adelaide Ave E,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.durhammontessori.com,{F24BC3AA-180A-4DCE-8F76-E67EA85436CE},,No
656341.857875,4857477.339375,1039,Harwood Montessori School Inc.,23 Church Street South,AJAX,AJAX,L1S 6A6,(905) 428-6256,,1,30m - 6yrs, 7:00:00AM -  6:00:00PM,Kingston Road and Church St,No,Wheelchair Accessible Inside Only,Parking On site,,{679C6085-6C56-49D8-84B6-AB5BC900D578},,No
665316.272375,4860310.81825,1040,Hatch House Montessori School,301 Byron Street South,WHITBY,WHITBY,L1N 4P9,(905) 665-7700,,1,Infant - 6yrs, 7:00:00AM -  6:30:00PM,Dunlop St W and Brock St,No,Wheelchair Accessible Not accessible,"Parking On site, designated handicapped",http://www.hatchhousemontessori.com,{E7B8E41B-7501-4238-A008-4697AAB80F98},,No
659136.704875,4867080.917125,1041,Lakeridge Montessori School,3600 Lake Ridge Road,PICKERING,PICKERING,L1X 2X2,(905) 655-1567,,1,Infant - 6yrs, 7:30:00AM -  6:00:00PM,Highway 7 and Lake Ridge Rd,No,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.whitbymontessori.ca,{6D032393-A06D-4460-8361-9AC005CB2DE0},,No
650609.347875,4852457.74275,1042,"Montessori Learning Centre, (401) Pickering",401 Kingston Road,PICKERING,PICKERING,L1V 1A3,(905) 509-1722,,1,18m - 3yrs, 7:00:00AM -  6:00:00PM,Rougemount and Kingston Road,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.mlcp.ca,{8022C92E-36CD-45DE-AFCE-FF6E9BB7DFCA},,No
650643.214625,4852477.0045,1043,"Montessori Learning Centre, (409) Pickering",409 Kingston Road Unit 1,PICKERING,PICKERING,L1V 1A3,(905) 509-1722,,1,Infant - 6yrs, 7:00:00AM -  6:00:00PM,Rougemount and Rosebank Road,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.mlcp.ca,{333B927E-4370-4070-B040-1442FC0B7D17},,No
650662.013375,4852497.24675,1044,"Montessori Learning Centre, (417) Pickering",417 Kingston Road,PICKERING,PICKERING,L1V 1A3,(905) 509-1722,,1,30m - 6yrs, 7:00:00AM -  6:00:00PM,Rougemount and Rosebank Road,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.mlcp.ca,{A3B01FAD-56E4-4814-8389-C198C6AEDB3C},,No
659646.7395,4854518.439,1045,"P.R.Y.D.E., St. James",10 Clover Ridge Drive,AJAX,AJAX,L1S 3E5,(905) 424-5575,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Harwood and Westney Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{42127941-B6FB-4807-85A5-C14B9179C44B},,Yes
669845.34075,4865749.4205,1046,Sunset Heights Before and After School Age Program,1130 Mohawk Street,OSHAWA,OSHAWA,L1G 4G7,(289) 240-9411,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Somerville S and Orchardview Blvd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.umbrelladaycare.com,{FF7A40C3-86F6-4029-9EFB-475D684344C0},,Yes
678443.923125,4862619.83025,1047,Ultimate School-Agers Limited,1685 Bloor Street,COURTICE,CLARINGTON,L1E 2N1,(289) 685-2343,,1,30m - 12yrs, 6:00:00AM -  6:00:00PM,Bloor St and Trulls Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ultimateschoolagers.com,{DF0DAB5C-E8E6-485D-A6CF-88985B943180},,Yes
650221.689875,4886394.4645,1048,Uxbridge Montessori School,167 Main Street North,UXBRIDGE,UXBRIDGE,L9P 1C3,(905) 852-6377,,1,18m - 7yrs, 7:00:00AM -  6:00:00PM,Durham Rd 8 and Main St,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.uxbridgemontessori.com,{7780D5E7-89CB-4673-9BB7-36B3DED2E48D},,No
664332.649125,4864523.377875,1049,Whitby Montessori & Elementary School,95 Taunton Road East,WHITBY,WHITBY,L1R 3L3,(905) 430-8201,,1,18m - 6yrs, 7:30:00AM -  6:00:00PM,Taunton Rd and Baldwin St,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.whitbymontessori.ca,{C888E7CE-EC8B-40B2-8F8E-36FF8A911688},,No
665462.875,4860052.822,1431,"Authentic Montessori Academy, Whitby",508 Brock Street South,WHITBY,WHITBY,L1N 4K7,(905) 666-3960,,1,18m - 6yrs, 7:00:00AM -  6:00:00PM,Brock Street and Dundas,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ama4kids.com,{15615519-A8F7-4510-87FB-8F7F4D606F6D},,No
691223.77575,4872389.481875,1432,"Compass ELC, Orono Public School",171 Church Street PO BOX 30,ORONO,CLARINGTON,L0B 1M0,(705) 957-3549,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Dickson St and Church St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.compasselc.com,{8DCE2021-B393-4446-8B72-397393E57B37},,Yes
672000.423,4868081.876,1433,"Fairy Glen Day Care, Jeanne Sauvé",950 Coldstream Drive,OSHAWA,OSHAWA,L1K 0X1,(905) 438-1441,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Harmony Rd N and Taunton Rd E,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.fairyglendaycare.com,{56F79364-854E-4666-B712-E0B97DEAFC56},,Yes
675074.008125,4862918.384375,1434,"Kids' Campus Child Care, Forest View",285 Grandview Street South,OSHAWA,OSHAWA,L1H 7C6,(905) 725-0123,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Grandview St S and King St E,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.kidscampus.ca,{1EEE40C8-3DA8-49AD-B0F6-63C11F147221},,Yes
667916.566125,4862292.49625,1436,"P.R.Y.D.E., Dr. Robert Thornton",101 Hazelwood Drive,WHITBY,WHITBY,L1W 3L4,(289) 314-1999,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Manning Rd and Thickson Rd N,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{D1851874-42D3-4E8B-A99F-5615BA84D280},,Yes
663890.3475,4882813.31575,1437,Prince Albert YMCA School Age Program,13700 Old Simcoe Road,PRINCE ALBERT,SCUGOG,L9L 1C3,(905) 904-1186,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,King Street and Old Simcoe Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{2681A188-0C33-4FCA-AEA3-CB35E86F8FA6},,Yes
656141.451875,4859221.1955,1439,"SKD Bilingual Child Care, A.G. Bell",25 Harkins Drive,AJAX,AJAX,L1T 3T6,(905) 239-6753,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Church St N and Rossland Rd W,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{E1A4323D-DFA0-4A41-922D-BC6A51A57C59},Bilingual,Yes
673567.255125,4861889.37675,1440,"SKD Bilingual Child Care, David Bouchard",460 Wilson Road South,OSHAWA,OSHAWA,L1H 6C9,(905) 239-6753,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Wilson Rd S and Olive Ave,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{7DF97895-DF49-449D-BB73-6E0D20A6D1EA},Bilingual,Yes
669805.3675,4863089.30375,1441,"SKD Bilingual Child Care, Woodcrest",506 Woodcrest Avenue,OSHAWA,OSHAWA,L1J 2T8,(905) 239-6753,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Stevenson and Adelaide Ave W,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{706F5E48-828E-4EAB-AAD5-C93065312F0B},Bilingual,Yes
685007.088875,4863940.197125,1442,"Blaisdale Montessori School, Bowmanville",80 Rhonda Boulevard,BOWMANVILLE,CLARINGTON,L1C 3Y9,(905) 697-3064,,1,Infant - 6yrs, 7:00:00AM -  6:00:00PM,Rhonda Blvd and Lawrence Gate,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.blaisdale.com,{B1E053F4-C88D-417D-A1DE-D67BD7401706},,No
677429.183375,4866716.81625,1831,"Compass ELC, Monsignor Leo Cleary",3820 Courtice Rd N,COURTICE,CLARINGTON,L1E 2L5,(705) 559-6678,,0,68m - 13yrs, 7:00:00AM -  6:00:00PM,Pebblestone and Courtice Rd N,Yes,Wheelchair Accessible Varies per location,"Parking On site, designated handicapped",http://www.compasselc.com,{DA6C7DCE-AE35-49AA-9F9E-9731387245D7},,Yes
666513.642875,4861364.739125,1832,"Fairy Glen Day Care, C.E. Broughton",80 Crawforth St,WHITBY,WHITBY,L1N 9L6,(905) 430-4787,,0,44m - 13yrs, 7:00:00AM -  6:00:00PM,Anderson and Highway 2,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.fairyglendaycare.com,{1014B6A1-2B7C-4502-BAD8-1F11F05A33DB},,Yes
665577.136875,4864143.3405,1833,"P.R.Y.D.E., Father Leo J Austin",1020 Dryden Boulevard,WHITBY,WHITBY,L1R 2A2,(905) 665-5072,,0,Infant - 6yrs, 6:30:00AM -  6:00:00PM,Anderson and Manning,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{BF6EF301-D24F-4691-8C09-17726AAD235A},,Yes
670464.300125,4866225.28025,1834,Queen Elizabeth School Age and Full Day Program,1205 Simcoe Street North,OSHAWA,OSHAWA,L1G 4X1,(905) 723-0231,,0,Infant - 12yrs, 6:30:00AM -  6:00:00PM,Simcoe St N and Taunton Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.umbrelladaycare.com,{B333D0CE-C6A5-4E44-9C54-FAE3C3D95F76},,Yes
649685.226125,4870339.851375,1835,"Schoolhouse Playcare, Claremont",1675 Central Street,CLAREMONT,PICKERING,L1Y 1A8,(905) 649-4129,,0,Infant - 13yrs, 6:30:00AM -  6:00:00PM,Central St and Brock Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{13CB60C1-24B0-4ADF-8467-75D099554156},,Yes
654502.19475,4857669.4945,1836,Seaton Valley Childcare,2155 Brock Road,PICKERING,PICKERING,L1V 2P8,(905) 239-2273,,1,Infant - 12yrs, 6:45:00AM -  6:00:00PM,Brock and Major Oaks,Yes,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.seatonvalleychildcare.com,{6B75C03E-9721-40E9-8023-CB02AAC3FF41},,No
672783.603125,4864447.611625,1837,Sir Albert Love YMCA Before and After School Program,425 Wilson Rd N,OSHAWA,OSHAWA,L1G 6E6,(905) 925-3700,,0,44m - 13yrs, 7:00:00AM -  6:00:00PM,Wilson Rd N and Adelaide Ave E,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{8A3A690E-2C26-4428-892D-37008262E26C},,Yes
673511.371625,4860084.571625,1838,"SKD Bilingual Child Care, Bobby Orr P.S.",7 Waterloo St,OSHAWA,OSHAWA,L1H 8V9,(905) 239-6753,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Waterloo St and Ritson Rd S,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{B0DAE13C-6586-47FB-AEC1-F043CD927E32},Bilingual,Yes
664207.09025,4860397.18225,1840,St. John YMCA Before and After Program,1103 Gifford St,WHITBY,WHITBY,L1N 2S3,(905) 447-0733,,0,44m - 12yrs, 6:45:00AM -  6:00:00PM,Gifford St & Dundas St W,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{5739D1E5-B174-44E4-89A6-882A73D4173E},,Yes
659400.427,4890960.8835,1841,"Stonemoor School Age, Greenbank",1325 Cragg Rd.,GREENBANK,UXBRIDGE,L0C 1B0,(905) 960-0597,,0,44m - 7yrs, 6:30:00AM -  6:00:00PM,Hwy 7/12 and Cragg Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.uxbridge.com/stonemoor,{0DFF999E-7E7F-40F8-948D-28476BCFA10B},,Yes
672461.65775,4858747.10175,1843,Waterview Child Care Centre,1324 Oxford St,OSHAWA,OSHAWA,L1J 3W6,(905) 721-0071,,0,44m - 13yrs, 7:00:00AM -  6:00:00PM,Phillip Murray & Oxford St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.waterviewchildcarecentre.com,{84AF21E5-9ACA-4812-B80C-CB40D318346F},,Yes
665242.5115,4860410.5905,2044,Durham Montessori School and Daycare,200 Byron Street South,WHITBY,WHITBY,L1N 4P6,(905) 665-0505,,1,18m - 6yrs, 6:30:00AM -  6:30:00PM,Dundas St W and Brock St S,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.dmsd.ca,{ABA760D2-DFA0-4DD9-AF4F-71AFA0E51C74},,No
651802.17125,4853821.445875,2049,Preschool Canada Early Learning Centre,780 Kingston Rd Unit B11,PICKERING,PICKERING,L1V 0C5,(905) 492-8400,,1,Infant - 5yrs, 7:00:00AM -  6:00:00PM,White Road and Kingston Road,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.preschoolcanada.com,{C4D61D04-0FD1-4C05-A388-ED28CECB0445},,No
656741.31275,4857528.169875,2051,"Schoolhouse Playcare, Lincoln Avenue",70 Lincoln St,AJAX,AJAX,L1S 6C9,(905) 683-2173,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Kingston Road and Church St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{21C38C5D-6D1A-4E50-9EA4-681086CC3E29},,Yes
669338.2785,4863988.962,2052,"SKD Bilingual Child Care, Adelaide McLaughlin P.S.",630 Stevenson Rd N,OSHAWA,OSHAWA,L1J 5P1,(905) 239-6753,,0,44m - 13yrs, 6:30:00AM -  6:30:00PM,Stevenson Rd and Rossland Ave,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.skdgarderiebilingue.ca,{0C888237-4E4C-43FB-B6E7-76FF19B2DFAF},,Yes
669067.892125,4868852.184375,2443,"Fairy Glen Day Care, Northern Dancer",2200 Bridle Road,OSHAWA,OSHAWA,L1N 0B4,(905) 440-7356,,0,Infant - 12yrs, 6:30:00AM -  6:00:00PM,Conlin Road and Simcoe Street,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.fairyglendaycare.com,{537F34EA-C72E-4FAF-8102-114E304427B8},,Yes
660177.3405,4860697.283125,2444,"Kids' Campus Child Care, Viola Desmond",39 Formosa Avenue,AJAX,AJAX,L1Z 0M6,(905) 725-0123,,0,Infant - 12yrs, 6:30:00AM -  6:30:00PM,Rossland Rd E and Audley Rd N,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.kidscampus.ca,{81E60298-F2F8-4A08-8F12-4E76965CB20B},,Yes
686228.94675,4864112.228125,2445,"Les Lucioles, Bowmanville",116 Ontario Street,BOWMANVILLE,CLARINGTON,L1C 2T4,(905) 623-1590,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Liberty St and Highway 2,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.lesluciolesinc.ca,{C2F3251A-44F4-4E2F-9368-66B8E3117D84},,Yes
669382.458375,4863820.6985,2446,"SKD Bilingual Child Care, R. S. McLaughlin",570 Stevenson Road North,OSHAWA,OSHAWA,L1J 5P1,(905) 239-6753,,0,Infant - 6yrs, 6:30:00AM -  6:30:00PM,Rossland Rd W and Stevenson Rd N,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{183D93B5-4E48-433E-9E6E-0C5AE1DB533E},Bilingual,Yes
670850.92575,4860716.65125,2447,"SKD Bilingual Child Care, College Hill",530 Laval Street,OSHAWA,OSHAWA,L1J 6L9,(905) 239-6753,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Stevenson and Hillside,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{CA87EBE4-A432-44A3-905A-03867E380BFD},Bilingual,Yes
652090.255,4852878.537,2448,"SKD Bilingual Child Care, Fairport Beach",754 Oklahoma Drive,PICKERING,PICKERING,L1W 2H5,(905) 239-6753,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Whites Rd and Oklahoma Dr,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{7190B8C4-C66C-4360-A09B-5D7C849F8879},Bilingual ,Yes
678821.22775,4862752.5945,2449,Beyond Our Dreams Preschool and Daycare,1731 Bloor Street,COURTICE,CLARINGTON,L1E 2N1,(416) 316-0140,,1,44m - 7yrs, 7:00:00AM -  6:00:00PM,Bloor St and Courtice Rd,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.beyondourdreams.ca,{E1D9D747-C963-40C6-B442-1BD8F2212621},,No
658997.18175,4855429.82375,2450,Learning Jungle Duffin's Bay,610 Monarch Avenue,AJAX,AJAX,L1S 2G8,(905) 427-6263,,1,Infant - 6yrs, 7:00:00AM -  6:00:00PM,Clemens Rd W and Monarch Avenue,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.learningjungle.com,{24F0A5A7-F557-4E06-A54D-4324ACB3A694},,Yes
658602.286375,4860260.642625,2451,"The Elephant Room, Harwood",901 Harwood Avenue North,AJAX,AJAX,L1Z 0T4,(905) 683-8399,,1,Infant - 6yrs, 7:00:00AM -  6:00:00PM,Rossland Road E & Harwood Ave N,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.theelephantroomdaycare.com,{8313B283-5C66-4581-841B-8D6CB69EDF5F},,No
658998.64375,4856948.58075,2453,Kindertots Child Care Centre Ltd.,204-206 Harwood Avenue South,AJAX,AJAX,L1S 2H2,(905) 822-2840,,1,Infant - 12yrs, 6:30:00AM -  6:30:00PM,Bayly St W and Harwood Ave S,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.kindertotschildcare.com,{755FCA0B-C119-46AE-8E2B-E3413407A97D},,No
665503.2165,4860770.526125,2454,Learning Tree Montessori and Daycare Inc.,126 Ash Street,WHITBY,WHITBY,L1N 4A9,(905) 239-9207,,1,30m - 6yrs, 7:00:00AM -  6:00:00PM,Dundas St E and Ash St,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ltmontessori.ca,{C6E9B16C-4B92-41CF-B185-B9DCAEFED668},,No
675631.42725,4863792.89375,2857,Kids First Child Care Centre,1403 King Street East Unit 7,COURTICE,CLARINGTON,L1E 2J6,(647) 204-2808,,1,Infant - 1yrs, 6:30:00AM -  6:30:00PM,Townline Rd S & King St,Yes,Wheelchair Accessible Inside and Outside,Parking Public Parking Lot,http://www.kidsfirstchildcare.ca,{2EFB1C52-4A00-43E4-B579-02CC91899420},,No
663635.960625,4868784.51175,2859,Providence Day Care Centre - Winchester,"16 Winchester Road East, Unit 2",BROOKLIN,WHITBY,L1M 1B3,(905) 493-5437,,1,Infant - 13yrs, 6:30:00AM -  6:30:00PM,Winchester Rd. E and Baldwin St.,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.myprovidencedaycare.ca,{465128AA-1C24-42CE-8B4B-90EDF12A5E6B},,Yes
671762.1085,4868685.149625,2860,"Schoolhouse Playcare, Elsie MacGill",800 Greenhill Avenue,OSHAWA,OSHAWA,L1K 0C8,(905) 440-7320,,0,Infant - 13yrs, 6:30:00AM -  6:30:00PM,Conlin Rd E and Harmony Rd N,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{2E0F95F5-67D5-40F8-AC10-00FE57B334F3},,Yes
670989.852875,4861093.6235,2861,St. Thomas Aquinas YMCA Before and After School,400 Pacific Avenue,OSHAWA,OSHAWA,L1J 1V9,(289) 830-9042,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Gibb St and Stevenson Rd @,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{5BE984BC-3FED-41B3-9E23-81BE91AC4D61},,Yes
657958.39925,4859454.41,3253,Dr. Roberta Bondar YMCA Child Care,25 Sullivan Drive,AJAX,AJAX,L1T 3L3,(289) 624-2101, ,0,Infant - 12yrs, 7:00:00AM -  6:00:00PM,Rossland Rd W and Westney Rd N,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{44A6B063-156C-4D51-A3CA-39997433DAED},,Yes
667941.94625,4862548.81925,3254,Fairport Montessori Academy,1825 Manning Road,WHITBY,WHITBY,L1N 3M4,(647) 204-9824, ,1,30m - 6yrs, 6:45:00AM -  6:00:00PM,Garrard Rd and Manning Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.fairportmontessori.com,{F09ECF1D-7513-4133-8B07-9C37CF5D14A7},,No
653480.36625,4855492.29025,3255,Discovery Place Child Care Centre,1848 Liverpool Road Unit 12,PICKERING,PICKERING,L1V 1W3,(905) 837-9750, ,1,Infant - 12yrs, 6:45:00AM -  6:15:00PM,Liverpool and Kingston,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.edukids.ca,{3D89C1FF-D44E-4FD5-AF9F-F1B94B80B91E},,Yes
